geneid		r		left		right
ENSG00000260391		3		124442635		124445168
ENSG00000226004		6		138264216		138266939
ENSG00000253559		2		190627430		190630282
ENSG00000242199		3		124452265		124452601
ENSG00000244286		3		124500002		124506604
ENSG00000243986		3		124580941		124582164
ENSG00000223824		2		190781980		190782484
ENSG00000204253		2		190788062		190788942
ENSG00000229048		3		125029725		125030194
ENSG00000070759		1		45809555		45956872
ENSG00000213110		2		190795003		190795736
ENSG00000243508		3		125062929		125063641
ENSG00000251429		4		159191530		159199828
ENSG00000250728		5		110490942		110491850
ENSG00000240152		4		62009374		62019680
ENSG00000243072		3		125398417		125398625
ENSG00000233654		2		191399581		191432828
ENSG00000223408		9		67579807		67583159
ENSG00000242001		3		125400149		125400297
ENSG00000214784		5		110527924		110528740
ENSG00000228509		2		191541670		191573442
ENSG00000234458		3		125422193		125423156
ENSG00000254507		8		11860909		11861591
ENSG00000251171		4		170122945		170141500
ENSG00000241261		4		62077370		62077921
ENSG00000243429		3		125430983		125431889
ENSG00000170217		9		67785634		67786684
ENSG00000255016		8		11882753		11883107
ENSG00000235852		2		191745523		191746785
ENSG00000249318		5		110601507		110605787
ENSG00000253859		8		82351671		82434053
ENSG00000228963		3		125443382		125444288
ENSG00000224361		2		23729913		23747214
ENSG00000229023		2		191857365		191858293
ENSG00000205682		4		62285964		62293939
ENSG00000233022		9		65880533		65883885
ENSG00000239978		3		125453138		125454041
ENSG00000254817		8		11891155		11892121
ENSG00000096092		6		52535907		52551386
ENSG00000119778		2		23971534		24149984
ENSG00000253374		8		82433853		82445510
ENSG00000179170		3		125465927		125466941
ENSG00000161267		3		197236654		197300194
ENSG00000230686		2		191882680		191883805
ENSG00000239432		3		125474929		125475305
ENSG00000226439		4		62641167		62641568
ENSG00000231858		2		191886252		191897040
ENSG00000164543		7		43622357		43666385
ENSG00000239804		3		125506731		125506989
ENSG00000242229		3		125513949		125514728
ENSG00000248692		4		62937470		63031272
ENSG00000230611		2		192038959		192039561
ENSG00000241346		3		125534925		125535129
ENSG00000237086		9		65973177		65974604
ENSG00000227542		2		192093891		192110898
ENSG00000241288		3		125546081		125607696
ENSG00000225884		2		192658151		192684976
ENSG00000233766		2		192711265		192908909
ENSG00000237191		9		65978720		65979683
ENSG00000248387		4		159390738		159391854
ENSG00000250443		3		197232135		197233857
ENSG00000254700		8		11901015		11901179
ENSG00000222000		2		98947852		98972468
ENSG00000237264		8		82433917		82434467
ENSG00000214135		3		197305084		197354777
ENSG00000255544		8		11952688		11952856
ENSG00000255052		8		11973291		12008698
ENSG00000229204		4		170712371		170712853
ENSG00000249901		4		159411918		159431060
ENSG00000243382		9		66058843		66060121
ENSG00000241278		3		125567066		125628215
ENSG00000213946		2		192745908		192746931
ENSG00000251521		8		82517804		82543369
ENSG00000240478		3		181839672		181859925
ENSG00000254923		8		11985616		11986807
ENSG00000242012		3		182082935		182086044
ENSG00000229395		2		193494645		193510432
ENSG00000250962		8		89497339		89498323
ENSG00000224186		5		134368970		134691744
ENSG00000144191		2		98962618		99015064
ENSG00000241098		3		182164758		182204152
ENSG00000237799		7		55804472		55807289
ENSG00000232227		2		193508828		193510113
ENSG00000244199		3		182178205		182178860
ENSG00000204031		9		136184629		136185304
ENSG00000226278		7		55832490		55840981
ENSG00000248988		4		159928271		159928987
ENSG00000229198		9		67789326		67789530
ENSG00000230064		9		136205827		136206302
ENSG00000248625		4		170753804		170754514
ENSG00000223449		9		66061968		66062463
ENSG00000235738		7		55865639		55866173
ENSG00000225405		4		62971378		62971767
ENSG00000244247		3		182216052		182224912
ENSG00000225270		7		55865727		55866569
ENSG00000244055		7		92086878		92120924
ENSG00000261018		9		136476920		136498221
ENSG00000229762		7		55878472		55879104
ENSG00000249367		4		159947291		159947679
ENSG00000254209		8		122684013		122696802
ENSG00000228766		3		182328462		182329202
ENSG00000226430		8		11989926		11991953
ENSG00000237819		7		92465797		92546501
ENSG00000242301		9		66081972		66083332
ENSG00000229694		9		93881344		93945044
ENSG00000238837		3		182362002		182373668
ENSG00000241344		4		63114012		63114488
ENSG00000250249		4		63157280		63158055
ENSG00000243378		3		182409716		182410073
ENSG00000260377		3		182457457		182458636
ENSG00000233172		9		67789674		67789866
ENSG00000254866		8		12008404		12008643
ENSG00000248319		4		170838912		170897053
ENSG00000237729		7		93299138		93299389
ENSG00000240063		3		182501024		182511182
ENSG00000251200		4		170867132		170884485
ENSG00000248478		8		122691366		122719871
ENSG00000239389		5		140261793		140391929
ENSG00000225898		7		93407151		93407826
ENSG00000236233		9		67792167		67794649
ENSG00000213519		3		197307215		197307500
ENSG00000249626		3		197361186		197362682
ENSG00000253621		8		90255630		90256022
ENSG00000236833		3		197387436		197392628
ENSG00000254018		8		122896963		122916512
ENSG00000249955		4		170902898		170914957
ENSG00000248552		4		160296251		160296474
ENSG00000213483		7		93474101		93474643
ENSG00000234136		3		197557556		197558167
ENSG00000237869		9		66342521		66343121
ENSG00000254303		8		122966879		123139423
ENSG00000250180		4		160319685		160322398
ENSG00000234986		6		171004401		171006038
ENSG00000234742		3		197577271		197577825
ENSG00000254151		8		82529455		82530795
ENSG00000248231		8		90424850		90427300
ENSG00000118520		6		131894284		131905472
ENSG00000179766		9		35406752		35483026
ENSG00000115486		2		85774743		85788670
ENSG00000115317		2		74756504		74760472
ENSG00000234695		7		93520225		93522913
ENSG00000232832		3		197765192		197766105
ENSG00000249453		4		23781213		23784183
ENSG00000233414		9		66345261		66346161
ENSG00000248787		3		125626848		125629115
ENSG00000226435		3		197780393		197807591
ENSG00000253550		8		6331366		6331809
ENSG00000241247		7		93594722		93597702
ENSG00000227004		2		200736895		200737101
ENSG00000249256		4		24659695		24659998
ENSG00000118526		6		134210276		134216691
ENSG00000237422		9		93881420		93925369
ENSG00000171084		3		125635463		125648867
ENSG00000250488		4		160587655		160698936
ENSG00000236861		7		93598754		93640425
ENSG00000249898		8		6475996		6565730
ENSG00000213863		6		171034285		171037576
ENSG00000240427		8		82539504		82539852
ENSG00000230423		6		171044839		171045633
ENSG00000233171		9		66358548		66359282
ENSG00000244301		2		201542956		201603504
ENSG00000250997		4		161442981		161443463
ENSG00000236453		7		93652145		93695973
ENSG00000205184		8		82546592		82547897
ENSG00000223983		9		67864636		67864981
ENSG00000251149		4		102893580		102893955
ENSG00000253814		8		123103719		123103848
ENSG00000249425		4		161460406		161507969
ENSG00000235641		9		93922051		93927858
ENSG00000229922		6		138266503		138293659
ENSG00000235327		9		66366966		66367990
ENSG00000226376		9		7930827		7935137
ENSG00000236938		7		93701071		93706469
ENSG00000251309		4		102898051		102958060
ENSG00000196578		3		97806017		97806946
ENSG00000255364		8		123426571		123440790
ENSG00000261121		4		24661479		24673191
ENSG00000231902		9		7960413		7961080
ENSG00000248822		4		171020969		171021255
ENSG00000078081		3		182840001		182881627
ENSG00000225532		6		171045261		171046865
ENSG00000233555		9		68176988		68177568
ENSG00000219463		6		138316407		138317284
ENSG00000219814		6		171054606		171055065
ENSG00000269000		2		107099728		107103848
ENSG00000241439		3		125677399		125677660
ENSG00000248161		4		103339759		103371167
ENSG00000144057		2		107418056		107503564
ENSG00000231192		3		97851542		97852483
ENSG00000248607		3		125775766		125777071
ENSG00000248739		4		171062443		171063683
ENSG00000253334		8		82704058		82727949
ENSG00000242635		4		161739574		161740021
ENSG00000250012		3		125803063		125814192
ENSG00000231942		8		82720007		82720961
ENSG00000250218		3		125822483		125826912
ENSG00000249568		4		162300105		162309569
ENSG00000244067		6		52614897		52628367
ENSG00000246022		3		125898908		125929012
ENSG00000254689		8		82797612		82835428
ENSG00000249419		4		162943885		162968719
ENSG00000251638		4		24769671		24769953
ENSG00000218499		6		138714510		138714681
ENSG00000234430		9		66394412		66395279
ENSG00000248444		4		24773089		24774042
ENSG00000236032		3		97868170		97869249
ENSG00000235389		9		8700595		8701552
ENSG00000243478		2		201560640		201658962
ENSG00000212695		9		8713311		8713841
ENSG00000254123		8		83010686		83072812
ENSG00000040933		2		99061317		99207496
ENSG00000249320		4		25474139		25475437
ENSG00000225706		9		8858130		8862255
ENSG00000251253		4		163243340		163245059
ENSG00000216835		6		48181340		48182530
ENSG00000235003		9		66396886		66397113
ENSG00000233974		5		21481436		21484120
ENSG00000238113		9		66457285		66469310
ENSG00000203563		5		21493692		21494062
ENSG00000253766		5		21616371		21779631
ENSG00000230147		9		93931867		93932327
ENSG00000225756		9		136519708		136522435
ENSG00000215878		6		138723726		138724698
ENSG00000232385		7		94324339		94325131
ENSG00000255325		8		123497754		123502054
ENSG00000248396		4		163442834		163443193
ENSG00000137221		6		43445261		43474294
ENSG00000256225		9		136627017		136628425
ENSG00000218337		6		49045349		49045688
ENSG00000206228		8		83203859		83204614
ENSG00000175161		3		85008132		86123579
ENSG00000217631		6		49241241		49241435
ENSG00000235106		9		136890561		136895581
ENSG00000229105		9		119266562		119324572
ENSG00000232783		3		197836983		197838749
ENSG00000248431		4		163661820		163663200
ENSG00000233412		3		97887544		97888485
ENSG00000253503		8		83426803		83589388
ENSG00000253819		8		123682624		123706345
ENSG00000224786		4		123651703		123653348
ENSG00000230301		3		97983088		97984200
ENSG00000233081		9		94188520		94189426
ENSG00000251123		4		163905947		163906568
ENSG00000263443		8		123712508		123715662
ENSG00000228595		9		94373625		94374774
ENSG00000244083		4		123736926		123737272
ENSG00000234803		Y		9355208		9364506
ENSG00000253139		8		57449317		57453056
ENSG00000213113		3		197846592		197847649
ENSG00000235165		8		123781513		123782389
ENSG00000236246		3		197848259		197850145
ENSG00000236624		1		45959538		45965751
ENSG00000250027		4		164029937		164041117
ENSG00000219374		6		49325859		49328093
ENSG00000224450		3		197907620		197917237
ENSG00000240775		4		123761498		123761845
ENSG00000197938		3		98001732		98002676
ENSG00000213430		5		21882694		21884421
ENSG00000250322		4		124181104		124181273
ENSG00000196098		3		98072698		98073663
ENSG00000230304		3		197950368		197953181
ENSG00000241431		8		57500944		57501346
ENSG00000203438		9		66473375		66473673
ENSG00000206536		3		98109510		98110475
ENSG00000230894		9		119330728		119348607
ENSG00000002745		7		120965421		120981158
ENSG00000229422		9		66493572		66494196
ENSG00000249125		4		124411423		124443261
ENSG00000226008		3		197955065		197955247
ENSG00000236786		Y		9385717		9388290
ENSG00000253836		8		83775014		83870931
ENSG00000196862		2		108443388		108507297
ENSG00000251526		4		124426434		124448680
ENSG00000131373		3		15602211		15643338
ENSG00000231436		Y		9448180		9458885
ENSG00000254055		8		57552460		57569024
ENSG00000184523		9		66499743		66499994
ENSG00000232382		3		98188324		98189420
ENSG00000249464		4		124571422		124851561
ENSG00000205879		8		12029711		12036084
ENSG00000253104		5		22139356		22141577
ENSG00000231861		3		98216448		98217496
ENSG00000237451		9		66500642		66501008
ENSG00000254394		8		83824339		83874161
ENSG00000248847		4		63355213		63355936
ENSG00000197548		3		11313995		11599139
ENSG00000168967		5		22142461		22152465
ENSG00000113648		5		134669590		134735604
ENSG00000250547		4		164186727		164187735
ENSG00000238245		9		66513032		66514308
ENSG00000227283		4		164303331		164303668
ENSG00000197334		8		57868647		57868875
ENSG00000216990		6		88008490		88010165
ENSG00000253301		8		58055248		58152857
ENSG00000250266		4		171195070		171204230
ENSG00000234665		9		66513488		66553911
ENSG00000234042		9		68298799		68299489
ENSG00000008300		3		48673902		48700348
ENSG00000268951		9		68315598		68316175
ENSG00000214342		7		94367964		94368723
ENSG00000251136		8		90621638		90769955
ENSG00000237166		2		201577028		201599900
ENSG00000230682		7		94412198		94412837
ENSG00000230408		2		201645218		201676893
ENSG00000253581		8		83891646		83892121
ENSG00000177803		4		164853678		164854334
ENSG00000248647		5		148543518		148656339
ENSG00000260006		2		201689396		201692061
ENSG00000216802		6		138971363		138972110
ENSG00000253406		5		148596086		148656368
ENSG00000224346		2		201708963		201710184
ENSG00000183308		2		201827986		201873825
ENSG00000253618		5		148727679		148737205
ENSG00000225695		2		201927812		201928774
ENSG00000253865		5		148751737		148754679
ENSG00000226658		2		201931414		201931914
ENSG00000225177		6		139013685		139018425
ENSG00000232719		2		201966105		201967859
ENSG00000249669		5		148786252		148808241
ENSG00000224672		2		201966812		201967680
ENSG00000132763		1		45965725		45976739
ENSG00000115665		2		108602979		108630450
ENSG00000132313		2		86426580		86440917
ENSG00000224267		9		68324611		68340644
ENSG00000251061		4		171264240		171293462
ENSG00000250082		4		171402846		171403346
ENSG00000225360		9		68325436		68325907
ENSG00000237078		2		201973424		201973553
ENSG00000181359		4		171502621		171526601
ENSG00000232133		2		202002239		202004750
ENSG00000228656		9		68357280		68358558
ENSG00000226312		2		202005007		202022546
ENSG00000136275		7		47834889		47859445
ENSG00000117450		1		45976708		45988719
ENSG00000226524		6		88081311		88102519
ENSG00000146223		6		42847356		42857663
ENSG00000216324		6		88135513		88135806
ENSG00000218793		6		88150883		88151864
ENSG00000196228		2		108863651		108881807
ENSG00000218698		6		88154113		88154893
ENSG00000164744		7		48026745		48068716
ENSG00000248608		4		25506619		25508297
ENSG00000254189		8		84012211		84013081
ENSG00000250746		4		165109463		165111519
ENSG00000186530		8		6666038		6693166
ENSG00000249719		6		88360648		88362932
ENSG00000224345		6		88410228		88411243
ENSG00000198203		2		108905095		108926371
ENSG00000220131		6		88974877		88975230
ENSG00000253423		8		84113187		84114666
ENSG00000227399		9		94768344		94768826
ENSG00000196937		7		120988905		121036418
ENSG00000237306		9		94789780		94790106
ENSG00000248546		4		165118159		165118863
ENSG00000225415		6		139143884		139145015
ENSG00000250934		3		125985639		126010122
ENSG00000253372		8		123819985		123828756
ENSG00000145016		3		197398264		197476598
ENSG00000232179		9		94871140		94871271
ENSG00000259631		8		123989266		123997869
ENSG00000220600		6		139200036		139200544
ENSG00000234110		Y		9461792		9463961
ENSG00000228069		9		94871295		94872377
ENSG00000226223		Y		9477858		9478325
ENSG00000253898		8		84315993		84321135
ENSG00000254202		8		84824948		85052518
ENSG00000232617		Y		9502838		9506619
ENSG00000251162		4		165518871		165519128
ENSG00000248162		4		165646462		165647858
ENSG00000235579		2		202027207		202027403
ENSG00000253607		8		124014800		124042991
ENSG00000234431		2		202031688		202032269
ENSG00000080822		3		98216756		98241910
ENSG00000253463		8		124135346		124135922
ENSG00000227348		2		202077006		202077804
ENSG00000225796		2		202078021		202079383
ENSG00000071575		2		12857015		12882860
ENSG00000235318		2		202079376		202079673
ENSG00000254195		8		85074353		85074706
ENSG00000130023		6		170151718		170181680
ENSG00000213090		2		202275267		202278031
ENSG00000170915		6		52226219		52272575
ENSG00000234842		2		202414354		202415030
ENSG00000238288		9		94872450		94872796
ENSG00000224299		2		202415247		202415772
ENSG00000227736		2		202417582		202418335
ENSG00000154783		3		14860469		14975895
ENSG00000117448		1		46016215		46035721
